t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
1310,predict_state_only,predict,ok,3.388653,8012,552,2407,145,2552,,"Headline: Using the open ladder to descend to floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player descends using the open ladder at (0, -4) to reach floor 2. 2. [t+6 to t+11] The player explores flo ...<snip>"
1310,predict_history_k5,predict,ok,4.52428,16612,753,7017,181,7198,,"Headline: Securing resources and preparing for ladder ascent on floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right toward the path at -2, -4 and begins gathering stone and wood to refin ...<snip>"
1450,predict_state_only,predict,ok,3.894797,8032,684,2419,168,2587,,"Headline: Ascending the ladder and upgrading tools on floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player ascends the ladder to floor 0, where they will likely gather more wood and stone to refine t ...<snip>"
1450,predict_history_k5,predict,ok,4.672595,16776,803,7102,187,7289,,"Headline: Proceeding toward the ladder while managing resources and health.  Meaningful events (ordered): 1. [t+1 to t+5] The player continues moving left, navigating through dark paths and walls, aiming to find  ...<snip>"
1750,predict_state_only,predict,ok,3.796635,8113,634,2462,163,2625,,"Headline: Using the open ladder to descend to floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player descends down the ladder at (0, -4) to floor 2, using the open ladder as the priority. 2. [t+6 to t+ ...<snip>"
1750,predict_history_k5,predict,ok,4.201873,17035,784,7260,165,7425,,"Headline: Proceeding toward the ladder while managing resources and equipment.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves downward toward the ladder, navigating through darkness and walls, wit ...<snip>"
2050,predict_state_only,predict,ok,3.738802,8053,650,2400,161,2561,,"Headline: Ascending the ladder and preparing for floor 1 progression.  Meaningful events (ordered): 1. [t+1 to t+5] The player ascends the ladder at (0, -1) to floor 1, where the ladder is open. 2. [t+6 to t+11]  ...<snip>"
2050,predict_history_k5,predict,ok,4.529487,16849,795,7011,181,7192,,"Headline: Engaging with hostile mobs and securing the ladder on floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player faces multiple hostile mobs, including Orc Mages and Fireballs, requiring immediat ...<snip>"
2180,predict_state_only,predict,ok,3.465572,8035,604,2413,149,2562,,"Headline: Using the open ladder to descend to floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player descends down the ladder to floor 2, using the open ladder as the priority action. 2. [t+6 to t+11]  ...<snip>"
2180,predict_history_k5,predict,ok,5.249201,16910,1003,7140,213,7353,,"Headline: Proceeding toward ladder with cautious exploration and resource checks.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves down toward the ladder, checking for safe paths and resources. A Sn ...<snip>"
2195,predict_state_only,predict,ok,4.592736,8018,870,2388,199,2587,,"Headline: Ladder acquisition and early resource refinement on floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves toward the ladder at (0,0) and checks if it is open. Since it is closed, the p ...<snip>"
2195,predict_history_k5,predict,ok,4.679583,17198,825,7158,187,7345,,"Headline: Descending to floor 2 and securing resources before attempting to open the ladder.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left toward the ladder_up on path at (0,0) and explores  ...<snip>"
