t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
1310,predict_history_k5,predict,ok,29.211004,16959,913,7163,222,7385,,"Headline: Immediate descent to Floor 2 after stabilizing drink.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to the fountain at (1,0) to refill Drink to 9, ensuring full stats before leavi ...<snip>"
1450,predict_state_only,predict,ok,29.559138,8379,1041,2556,267,2823,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves left from (0,0) to locate the open ladder, likely situated near the path at (-1,0) or (-2 ...<snip>"
1450,predict_history_k5,predict,ok,35.597998,17123,1191,7248,282,7530,,"Headline: Immediate descent to Floor 2 after securing the open ladder.  Meaningful events (ordered): 1. [t+1 to t+4] The player navigates left and slightly up from (0,0) to locate the open ladder, likely situated ...<snip>"
1750,predict_state_only,predict,ok,32.878866,8460,1230,2599,299,2898,,"Headline: Immediate descent to Floor 2 after confirming ladder accessibility.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves south along the visible path (0,-4) to (5,-4) to locate the open ladder ...<snip>"
1750,predict_history_k5,predict,ok,37.910109,17382,1285,7406,303,7709,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player continues moving DOWN along the visible path at column 0, approaching the ladder location which ...<snip>"
2050,predict_state_only,predict,ok,29.780406,8400,1089,2537,269,2806,,"Headline: Immediate ascent to Floor 0 to secure survival and resources.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves left to (0, -1) and ascends the open ladder to Floor 0, prioritizing escape f ...<snip>"
2050,predict_history_k5,predict,ok,33.051297,17196,1072,7157,259,7416,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+2] The player moves from (0,0) to (0,-1) to reach the `ladder_up` tile, which serves as the exit to the next  ...<snip>"
2180,predict_state_only,predict,ok,26.994243,8382,976,2550,242,2792,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the ladder location (likely nearby given the ""Ladder Open: True"" status ...<snip>"
2180,predict_history_k5,predict,ok,29.03906,17257,906,7286,219,7505,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the ladder (likely located near the fountain at 3,2 or adjacent) to initiate desce ...<snip>"
2195,predict_state_only,predict,ok,28.235796,8365,1062,2523,254,2777,,Headline: Aggressive floor clearing to unlock the descent ladder on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player immediately explores the visible path network (columns -4 to 4) to locate and  ...<snip>
2195,predict_history_k5,predict,ok,35.545415,17545,1232,7300,281,7581,,"Headline: Immediate exploration and mob hunting to unlock the descent ladder on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the ladder_up (0,0) into the unexplored darkness,  ...<snip>"
